Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text
KADO Cafe & Eatery,ChIJx8gRfG751y0R3uAm_qt6kQw,"Jl. Arif Margono No.31, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia","cafe, restaurant, point_of_interest, food, establishment",4.7,17,,"Cozy place for work.
Good Food
Good drink
Good Price

From the outside it looks like an ordinary small cafe, but it turns out to be a very proper restaurant. The interior is super nice and well laid out, clean and tidy, the green tones are really pretty.

The service is very good, you don't have to wait too long for the food & drinks to come out. The ambiance is really nice and makes you feel at home for long. The music played is mostly jazz, perfect for casual conversation.

For food and drinks tend to be pricey. It looks okay, but the taste is really ordinary for that price. The hazelnut milkshake has lots of ice cubes, then the cream itself is half a glass. As far as I know, a milkshake should have milk and ice cream blended together, not hazelnut milk, add ice cubes and then add whipped cream to half a cup. The straws use paper straws, it's good to care for the environment but it makes it hard to drink the cream.

If the latte is okay, served with cookies and sugar separately. It feels great.

Cozy Hangout Place at Sukun

KADO Cafe offers a warm ambience, as well as friendly service. The place is quite spacious and there are also indoor and outdoor areas. Wifi is fast and there are plugs available, perfect for hanging out or working on assignments. I came here when it was just 2 months old. The menu offered is quite diverse, but not too much. It took quite a long time for the food to arrive, around 35 minutes, even though we were the only family dining in. Standard price 20k-50k. For the taste of the food it's not bad, Woku Chicken can be more absorbed in the seasoning, Cordon Bleu can have more portions. Sambal matah tastes fresh. Club Sandwich is on point. Overall there is still a lot that can be improved in terms of taste for KADO Eatery. Always success!

Food and drinks are good and quite a variety. Affordable prices
Good service, friendly, fast.
I think the place is easy to reach and find, comfortable, good atmosphere.
Recommendations for hanging out casually.👍🏼😁

The food is delicious. The salad is really good, even though the side dishes are really good” pay attention to the taste problem huhu..besides the food the service system is also the best👍🏻 the server is friendly” starting from greeting, seating the guest, serving fnb to the billing system, it's really good, highly recommended"
Ketan Tilem Lumintu,ChIJx90rD3RFei4RaWxNx-rvLso,"Jl. Jupri No.628 A, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia","cafe, point_of_interest, food, establishment",4.9,14,,"Thank you very much to all Lumintu loyal customers who we cannot mention one by one. We always try to provide the best for you all.
Thanks...

Lumintu Sticky Rice. Hearing the name of the unit, you can imagine how it tastes and what food and drink menus are served by this restaurant. Yes, tonight, at 21:20, I just arrived, according to the serlok, the location of the goggle map sent by my business partner, namely the director of the Mushroom Construction Group, whose house is only 20 meters from this restaurant. The location is on the right of the road if we go from the direction of Dieng Plaza to the south after meeting the red light at the intersection, then turn right for about 20 meters, cus. Arrived at the eastern sticky rice restaurant. Immediately, my colleagues were told to order. Lightning fast, tell the cashier, order the original sticky rice (ketan dkw) the price on the written prize list board. Keep drinking hot tea. My colleague drank hot ginger, special sticky rice powder. And for parking if r4 is limited, yes. If R 2, accommodate, yes 15 motorcycles. The total bill was about 20 thousand. Sbw, 0812+4212014

The place is very comfortable, what's more, the sticky rice taste is very unique, plus good black coffee

This is the only place to find maknyus sticky rice

Glutinous Powder that tastes amazingly good and awake. 😊 🙏🏽"
Inspirasi cofee,ChIJX95wkPwp1i0RyFTynLnx238,"Depan SPBU, Jl. Raden Intan, Arjosari, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, store, point_of_interest, food, establishment",5,1,,"Enjoy the taste of coffee..
Especially the matcha latte... It's a loss if you don't try to buy it."
Warung Kopi Tante Narubuk,ChIJX9pSM7GdeC4Ro7QUwsEJlys,"Jl. Raya Candi II No.1-6, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia","cafe, store, food, point_of_interest, establishment",4.4,15,,"Best place to hang out with your friend while you have no money at all. (ngutang to your friend). The price is so friendly.

A coffee shop where students hang out

What's up there?

legend shop

Cool girl the place"
Warung Mama Cun,ChIJx9vFLWIp1i0ROVGHAwM4uGw,"Jalan Wiroto VII No. 68, Polehan, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia","cafe, point_of_interest, food, establishment",5,5,,"the chicken noodles and geprek chicken are delicious pol.. the ice is also fresh.. really recommend it

This is delicious chicken noodles and coffee, the place is comfortable and free wifi ;)

Really good



"
STMJ Nabila 1 tlogomas malang,ChIJXabN86P51y0RnLZWfTzjjTs,"Jl. Raya Tlogomas, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, point_of_interest, establishment",4.7,104,1,"Nice

Joosss

Legend

Not bad

Supeerrr"
Cafe Yasmin,ChIJXaeHJcWDeC4R5lXb0ckUlRU,"XJH9+RMW, Kebonsari, Sukun, Malang City, East Java 65149, Indonesia","cafe, food, point_of_interest, establishment",4.7,36,,"come here at 3 o'clock while waiting for the ball,,,order hot oranges for 5k,,
many choices of micin snacks,,,
in the afternoon there are seblak tenants and Kediri pecel,, so it's quite complete,,
each table is provided with a power outlet,,
big place,,,
there are about 10 tables

One of the mainstay resting places .... before continuing the journey of course......
With a large menu and cheap.... The place is easy to find....

Stop by ooo.....

Very comfortable place, friendly seller, great coffee and pecel 👍

The owner is kind, friendly, recommended for hanging out with friends, mabar, or alone

Spacious, comfortable place, easy parking, good service.."
Harmot-Coffe,ChIJXaFRyoaCeC4R_paEQItvCkM,"Jl. Cikaso No.2, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65122, Indonesia","cafe, point_of_interest, food, establishment",4.8,25,,"cozy place

Enjoy our coffee time

Nice

Free to sing at an additional cost per hour, pretty cool and fun place on the side of the road

A cafe that is suitable for relaxing and for people who like music, it is suitable here because there is live music. And the cafe is close to the main road so it's just nice to come here"
Bunchbead Malang,ChIJxakUAzqDeC4RlubM29_Gn24,"Jl. Bend. Riam Kanan No.11, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, food, point_of_interest, establishment",4.3,307,2,"Like goody ? Come here

Good place for hangout or break due it's location in middle alternative route of two universities. However, it often open late or after lunch time. In addition, it closed before 05.00 PM.

first time I got here, I ordered their Large Burger which to me felt more like a sandwich. Anyway, it tasted good, even though the bun is a bit dry to me. A tiny place with a little of coziness and cool menus.

Standard dessert menu. Unfortunately there's no parking area.

Have a good experience with u guys.  Gelato enak"
Kopi TOPI Cafe,ChIJxaVBA5Yp1i0Rn-S7VJa4Nmk,"Jalan Danau Maninjau Selatan Blok AP2 No.27, Sawojajar, Kedungkandang, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia","cafe, food, store, point_of_interest, establishment",4.8,18,,"Good

Great

Coffee"" thin with friends more relaxed uyy

Affordable coffee prices, really great

Can make it yourself"
Warung Khanza,ChIJXaxk6Qz61y0RnZvafUwEoXE,"Jl. I. R. Rais III No.58, Tanjungrejo, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia","cafe, point_of_interest, food, establishment",5,1,,"There are various kinds of snacks here, from children to adults, cheap prices"
Basecamp DOP's Family,ChIJxb6kpef71y0Rd8cRbWisLyA,"2JG8+VVR, Gading Kasri, Klojen, Malang City, East Java 65115, Indonesia","cafe, point_of_interest, food, establishment",5,3,,"Go-Jek driver gathering place with the name DOP's Family Community

Bascamp we are together 🙏

"
ES DEGAN SPESIAL,ChIJxbCmPeUp1i0RHVjEK49xq9s,"RMJW+Q29, Turen, Malang Regency, East Java 65175, Indonesia","cafe, food, point_of_interest, establishment",4.6,17,,"The place is clean, neat and comfortable. The service is also fast

Ice cheaply a glass of only 3500, enough to quench thirst

Uenakk iki with e.. Muantapp

The ice is really fresh plus the price is affordable. REALLY GOOD

Cheap, good taste"
Kota kopi,ChIJxbEWx3Qm1i0RUmESWADAWAo,"Jl. Jend. Ahmad Yani Utara No.40, Balearjosari, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, point_of_interest, store, food, establishment",5,11,,"A comfortable place to hang out...then it's better to get off here. If you're from an out of town bus, you want to order online transportation, you'll definitely get a driver quickly, because there are already a lot of people hanging out there... if you want to go offline, you just have to negotiate directly with the driver...

For those who take the bus from outside Malang and want to change to online transportation, it's better here. There is no additional parking fee like at Alfamart flyovers and many Ojol drivers are on standby.

A comfortable place to hang out, there are various drink menus from the city of coffee, various cakes from cakes asix and also dr Gabriel's clothing outlets... Really complete package and perfect collaboration...

Nice place to hang out, spacious, online taxi orders come fast too. Mantaaappp👍👍

The place is comfortable, the coffee is delicious and the service is friendly ... for waiting online, it's also delicious like Grab Lounge Surabaya"
Lekker Story & Kopi Si Nyonya Malang,ChIJXbH6wJolcC4R9cABHDjUqdg,"Jl. Esberg T II/1, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia","cafe, store, point_of_interest, food, establishment",4.6,36,,"Kopi Si Nyonya x Lekker Story is a culinary location that serves various variants of leker cakes and packaged coffee drinks as the main dish. With a food street concept, the menu is deliberately presented in a practical container for visitors with high mobility. This culinary location has two main brands Kopi Si Nyonya and Lekker Story. Lekker Story is a Lekker cake brand from Jakarta which has many branches in several big cities in Indonesia. Besides being known for its more than 30 variants of leker cake toppings that visitors can choose directly, Lekker Story has the characteristic of a crunchy leker cake dough with an abundance of toppings in it. While Kopi Si Nyonya is a beverage brand that accompanies visitors while enjoying leker cakes. Some of the favorite menus ordered by visitors include Chocolate Cheese Leker, Milk Cheese Leker, Nutella Leker, Silverqueen Leker, Ovomaltine Leker, Kitkat Greentea Leker, Palm Sugar Es Coffee Coffee, Ice Thai Tea, and Ice Thai Tea.

Lekker Story.. An alternative for lovers of cheap snacks..affordable prices..strategic location, wide parking lot..many types of lekker and drinks.

bought at gofood, the packaging is quite unique, contemporary, tastes pretty good, the price is okay, reminds me of my childhood

For the StreetCoffee level, the price is quite affordable, maybe the seats need to be added. Using the CoffeeTruck concept makes this place a little different from the others. You can order lekker too, but I haven't tried the lekker, hehe. do you think it has entered online delivery? hmm

Lekernya ok
The owner and chef are friendly
Malang is complete, it feels like there are any frenchaise in Jakarta 😍😎"
Boss Coffee Pool & Shisha,ChIJxbM631_51y0RBxg8ciT8QzU,"Jalan Mertojoyo Utara, Kav. A10, Merjosari, Kecamatan Lowokwaru, Merjosari, Lowokwaru, Malang City, East Java 65144, Indonesia","cafe, store, food, point_of_interest, establishment",4.3,263,1,"They don’t serve shisha , the place is not clean.

For fun only

Low-cost for coffee shop

Good luck

Mantuel"
And Coffee Space,ChIJXbP5pY-BeC4RFCSTkzfGtWI,"Jl. Jakarta No.22, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia","cafe, food, point_of_interest, establishment",4.6,773,2,"Great place for hang out and eating with ur friends!! The food is good, the ambiance is great, the atmosphere is quiet but not gloomy. The place is bright because they have so many glass doors and big windows. The outdoor space is not too hot because they have a transparent roof over it, they also have a smoking indoor space and many electric outlets everywhere.

Cozy interior and extensive menu ranging from Western to Asian food. Fun place to spend the weekend with friends. If you sit indoor, the sound of the coffee machine is quite loud - so maybe it's not really comfortable for working.

Good coffee and good food sometimes always comes with the price. Nice ambience for a friendly hangout, or even a closed meeting. But mind you when you looking for this place you might can't find it right away because there's not quite obvious sign.

I like working here. The ambience is perfect for me to work, and it's not too noisy. The choice of the foods and beverages is quite a lot, so I won't be easily bored even if I work from here everyday. I like their butter rice, and their coffee is quite good. Value of price: $$$

Food is great, service is nice, tasty yet reasonable price"
